tweet_id,text,author_name,author_id,place_name,place_id,time_created,sentiment
1549816259738484737,@wealth Not to mention avoiding rampant gun violence and lack of respect for women’s reproductive rights.,D.Jäson Schäff,1216644908,"Jersey City, NJ",b046074b1030a44d,2022-07-20T17:59:25.000Z,-1
1549816212477157377,UPDATE: I just spoke to a neighbor across the steer from Chester’s Plaza who says they heard gun shots.,Chase Houle,1471577456251486212,"New York, USA",94965b2c45386f87,2022-07-20T17:59:13.000Z,-1
1549815790806765570,"If someone put a gun to my head and said name one positive thing THOLT has done for this world or you die, just know my funeral gonna be lit",Hueneme Bandit 🧛🏻‍♂️,1433613467685064722,"Port Hueneme, CA",f2dabb4da43780ea,2022-07-20T17:57:33.000Z,-1
1549815773417316352,7yrs i been in brooklyn. never had to run from gun shots yet. first weekend in boston. niggas getting wet up left and fckin right. yall need a surviving boston doc fr.,a$h kardash.,111505259,"Brooklyn, NY",011add077f4d2da3,2022-07-20T17:57:29.000Z,-1
1549815309443661824,@invisibl3soul @GunOwners If that were true there would be zero gun laws in our country. Your logic is flawed.,Michael David Kester,1631308484,"Virginia Beach, VA",84229b03659050aa,2022-07-20T17:55:38.000Z,0
1549815231538352128,@wokevladputin @davidhogg111 Because guns are the problem. How many mass killings and ungodly suicides does it take?,Colleen Baumgartner,1912273170,"Owings Mills, MD",d84a2837f4d13599,2022-07-20T17:55:20.000Z,-1
1549815130954899459,"Where I’m from, you gotta walk around with yo gun",Big Jacc,1486490403775856641,"Pelham, AL",01e806152ed977eb,2022-07-20T17:54:56.000Z,-1
1549815120443936768,@JoJoFromJerz @atrupar This is not the first time this has happened in the Indianapolis area. A guy from my hometown shot and killed a grocery store robber . Those are only 2 examples from the many mass shootings that have gone wrong .Statics are not on the side of the good guy with a gun .,Chris Wiatt,1012386853738205184,"Indiana, USA",1010ecfa7d3a40f8,2022-07-20T17:54:53.000Z,-1
1549814989590040577,we was in boston at a cookout. i went to go sit in the car and i just so happen to look in the rear view mirror and i see everyone running to the car. im like wtf and then i hear gun shots. i was fckin with a nigga who had me down dudley.... nothing but crackheads. listen.,a$h kardash.,111505259,"Brooklyn, NY",011add077f4d2da3,2022-07-20T17:54:22.000Z,-1
1549814888205271040,Fort Myers FL. A 10 year old was just arrested for a gun threat on social media carrying an AR15.  His father said it was no big deal.  REALLY.  I bet he's a Trumpster.,Jesse p,901885438000070657,"Cape Coral, FL",fbd1502e5edce6bf,2022-07-20T17:53:58.000Z,-1
1549814633468510208,@Trench__Gun @grimrockandroll Thx! @grimrockandroll is killing it with all kinds of bands ☠️🖤☠️,Occult Fracture,1376137030573379588,"Matthews, NC",827f88eab243bdf1,2022-07-20T17:52:57.000Z,-1
1549813955962576898,"@MarkDavis Cares far more about the attention he is getting than the gun issue or any issue, for that matter. That's the way it is with every activist I see on social media. Only concern is being serenaded with ""How Great Thou Art.""",John Henry,99228680,"Fort Worth, TX",42e46bc3663a4b5f,2022-07-20T17:50:15.000Z,1
1549813916997410819,"@IndependentlyI @LPNational @POTUS Good guys with guns stopping bad guys happens nearly every single day. Every month I read about multiple similar situations in The Armed Citizen report, which is a compilation of newspaper articles from around the country of just such occurrences. I've been reading them for years",Stewart Finley,89025531,"Bainbridge, OH",d1172e6ba959ee46,2022-07-20T17:50:06.000Z,0
1549813749464408064,@PeteButtigieg @RyanPaevey Our politicians are so crazy lately undoing so much progress yet can't seem to do anything toward curbing rampant gun violence or insurrectionists who overran the capitol. 😢 Everyone who is sad or angry about the state needs to ensure they get out to vote this Fall.,Terry Ann,21331351,"Delaware, USA",3f5897b87d2bf56c,2022-07-20T17:49:26.000Z,-1
1549813528718200833,Please some help I want to leave America I am frightened of my life and scared. All this gun violence homeless no jobs rents so high no pay or money people taken advantage of you when you're not educated in specific platform no one helps unless u call them out even then it's fake,Demetre,1542265065117782017,"Queens, NY",00c39537733fa112,2022-07-20T17:48:34.000Z,-1
1549813369250742276,Oh hell no a nigga done brought a bebe gun in my job,MIMS,743992466550882304,"Georgia, USA",7142eb97ae21e839,2022-07-20T17:47:56.000Z,-1
1549813156586950656,I love u BITCH I ain’t Eva gun stop loving you BITCH *me to gas station food*,🅱️urtis,1501982140703154180,"Austin, TX",c3f37afa9efcf94b,2022-07-20T17:47:05.000Z,-1
1549813058528485376,@PlainfieldTwo @JoeNBC You don't remember the automatic gun? That's right Clinton banned them.,Pklower,838576302408024064,"Lewisville, TX",0ec50d630c5d2c2b,2022-07-20T17:46:41.000Z,-1
1549812934569869314,@POTUS It’s call gun reform.,Alberto Willmore,776053941159288833,"Jersey City, NJ",b046074b1030a44d,2022-07-20T17:46:12.000Z,-1
1549812881918763008,Fight to keep your guns as if your life depends on it because it does. #TheGreatReset,Alisande -Ultra-Dark MAGA,27901877,"Texas, USA",e0060cda70f5f341,2022-07-20T17:45:59.000Z,-1
1549812701735567363,"@AbbyCattail @gierzak_irene @academicviews Typical response for a liberal without a point. My guns pose no threat to any child anywhere ever! On the contrary, in a Uvalde type incident I would have pushed passed the officer getting  hand sanitizer and ended it an hour earlier or died trying",Ray,1235478632455421952,"Levittown, PA",36561e80ad680e74,2022-07-20T17:45:16.000Z,-1
1549812599675449349,"#WhiskyAGoGo #BurningTheFields Coming September 17th!!! To the Whisky A Go Go!!! We will be Playing with Legendary Guns &amp; Rosses Drummer Steven Adler!!! #California come out and Have a Blast!!! Burning the Fields will be there!!! It’s 4;20 Time!!! Burn,Burn,Burn!!! LETS GO!!! https://t.co/Ptyp6pbNJJ",Joe Fielding,33146810,"Pueblo, CO",9d7b47e751be1551,2022-07-20T17:44:52.000Z,1
1549812316472049665,@gtconway3d Get a life! Guns in your hands are dangerous!,sandy loesche,475134186,"Poinciana, FL",35f9d631a3650f85,2022-07-20T17:43:45.000Z,-1
1549812278584918023,"All this rage-guns, cars, bikes and pedestrians https://t.co/FyESJ1JxGN",mass ave curmudgeon,701205800941912064,"Indianapolis, IN",018929347840059e,2022-07-20T17:43:35.000Z,0
1549812200130363393,"@paulstar I support a Assault rifle, extended magazine ban and perhaps a ban on certain Ammo.  Also increase age to 21 and require license, classes, gun locked up, liability insurance. Limit how many you can have, if you have one shotgun and one pistol then you are armed per the 2nd admend",MEL Q’BERRY,35680171,"Florida, USA",4ec01c9dbc693497,2022-07-20T17:43:17.000Z,-1
1549812110305251332,Machine Gun Kelly - drunk face/all I know/bloody valentine (Jimmy Kimmel... https://t.co/PGjPenMRcz via @YouTube #,kato YMCMB gomez,1518633855862943748,"Des Moines, IA",1c67f9d9cbae7f69,2022-07-20T17:42:55.000Z,-1
1549811959394082817,"@SlickandDave @BingoMediaLLC @LawrencHopkins @SocialSportsMs @PrepRedzoneMS @FlyHighTank @OceanSpringsFB @STKJackets @claysmttt @Smacm228 @ReggieBuchanan @bmaze @shayhodge3 @DemetricDWarren @DaShaunfields22 That's what we got MS Gridiron for 🤣🤣🤣

We stick to our guns",MS High School Sports Page,570966224,"Starkville, MS",ed1736d76c1e007c,2022-07-20T17:42:19.000Z,0
1549811042028503041,"@MatthewACherry As much as I want it, I don’t want to jump the gun. I feel like they need to be earned.",UCF Jaguar,1665523206,"Florida, USA",4ec01c9dbc693497,2022-07-20T17:38:41.000Z,0
1549811023338786819,@RepAdamSchiff Every parent who live st a child to gun violence should due the gun maker. That would be the ar15,Doreen Chiodo,906306060302110720,"Coral Springs, FL",6241025d720c4971,2022-07-20T17:38:36.000Z,-1
1549811017064058880,The American Stasi has been activated. Still think they don’t want to take your guns? https://t.co/nQksD4GF5e,SDurinski,1521889780472156162,"Waterbury, CT",f9a4ed4d94a9b93f,2022-07-20T17:38:35.000Z,0
1549810991700971520,"@RepBoebert Never has the government said they were taking everyone’s guns, ESCORT.",Ms Thurmond III ☮️,1380793011785756674,"El Paso, TX",6a0a3474d8c5113c,2022-07-20T17:38:29.000Z,0
1549810981550923777,"@Bossy_Leah ""Those guns got tooken.""  🤣🤣🤣🤣",Patriot George,4312817836,"North Fort Myers, FL",01ac3f6d45c27f58,2022-07-20T17:38:26.000Z,0
1549810810276421633,"@janet_riefkohl @tommcclintock @RepWesterman 
Three times puertoricans have said NO the current colonial status. Please DONT listen to PPD ‘s lobbyist Charlie Black he is a paid gun that for decades has been used to talk bad about PR https://t.co/ygmRYekQZR",Wanda Luquis-Chaar,89231038,"Guaynabo, Puerto Rico",b1be5b7cdf83c424,2022-07-20T17:37:45.000Z,-1
1549810411448549376,"@dambaras Leave the gun…and the latkes, take the cannoli … and the baozi.",Mark Ravina,499861481,"Austin, TX",c3f37afa9efcf94b,2022-07-20T17:36:10.000Z,0
1549810104991727621,"Creature https://t.co/2neTYREsWT via @YouTubeMusic

All the rumors you hear about me (heard them all) by people who don’t know me or who have a vested interest in watching my reputation suffer, remember WE don’t fight with guns or hands❤️‍🔥🧠👩‍❤️‍👨👁. #GodsArmy 🤝🫡🙏#HeavensAngels☝️",Jason Crist,1547404603918061568,"Williamsport, PA",f523bb393a5f747f,2022-07-20T17:34:57.000Z,-1
1549810101384536065,"Dear @D_abdulkader ; I understand you. But... 
This man (@jensstoltenberg) has not stood by humanity for a single day for years. He has a wasted life with no lover except killers, authoritarian leaders, dictators, gun dealers. Such a stupid choice! I don't think it's worth it. https://t.co/3A4USThjvN",Tuna Beklevic,58212309,"Washington, DC",01fbe706f872cb32,2022-07-20T17:34:56.000Z,-1
1549809981238697987,"@JudiciaryGOP More guns equals more deaths.  

Usually a member of the gun owners family.",Andrew4America,862003931706273793,"Gresham Park, GA",2aacaaae6a17755c,2022-07-20T17:34:28.000Z,-1
1549809587003473924,@AyannaPressley Owning a gun is a human right.,Eric Anderson,1500274759430512648,"Wesley Chapel, FL",0003df7b402165e0,2022-07-20T17:32:54.000Z,-1
1549809580183474177,"@horny_antifa @TheTNHoller He had money for a car and a gun and who knows what else.

Just because you’re broke don’t assume everyone else is.",Art Burke,1217242807,"Portland, OR",ac88a4f17a51c7fc,2022-07-20T17:32:52.000Z,-1
1549809369621020672,"@RepBoebert Fear mongering. The government will never try to take guns that people use for hunting. But if you have kids and guns, you really should lock one of them up. THAT is gun safety.",Claudette Konola,172218797,"Clifton, CO",fe699db4b6d1b7dd,2022-07-20T17:32:02.000Z,0
1549809333843775496,@RepAdamSchiff 3% of murders with a gun involve a rifle. Now name the cities where the other 97% happen.,AKM,320309688,"Plano, TX",488da0de4c92ac8e,2022-07-20T17:31:53.000Z,-1
1549809304030642177,Just saw this degenerate scumbag white nationalist anti Semitic anti family Putin loving gun groomer getting into her chauffeured car with her proud boy staffer. Despicable people @RepMTG a seditious traitor https://t.co/fglVyzqc86,saveourdemocracy 🌻,1217465751164149760,"Washington, DC",01fbe706f872cb32,2022-07-20T17:31:46.000Z,-1
1549809010102222861,The estimated coast of gun violence  is in it's in the hundreds of billions of dollars where is the penny pinching conservatives? It's evident there not really pro-life because gun's are the tools of this slaughter,Stephrn Hamilton,2162115434,"Tennessee, USA",7f7d58e5229c6b6c,2022-07-20T17:30:36.000Z,-1
1549809002367705088,"The Good Guy With Gun (GGWG) is getting all the attention .. he shot the bad guy and saved lives .. terrific .. 

3 people died and 2 were seriously injured because some 20 year old kid had an AR 15 to go to a mall and shoot away .. THAT should be the story .. a kid gets an AR 15",Steve Garland,1411750743514632195,"Colorado, USA",e21c8e4914eef2b3,2022-07-20T17:30:34.000Z,-1
1549808793248141312,"@rsgnl Were they jumping the gun?

https://t.co/izEe4pk5ek",Robert Petersen,1006654709325680641,"San Tan Valley, AZ",002b06ee2655168a,2022-07-20T17:29:45.000Z,-1
1549808689816674306,"@CallofDuty @Activision What really needs to happen is fixing the issues at hand. Sum of my attachments are still locked and I've passed the levels to unlock them.
Operators and guns still locked. I've done and completed what was required to unlock them.I spend way to much money to be having issues",Geechie Mike,1518938182137614336,"Palm Bay, FL",9979d3480f2d1e45,2022-07-20T17:29:20.000Z,1
1549808674314498053,@tedcruz Seems like he just took out his gun and pressed “Reply All” button.,Rabi Chakraborty,53147226,"Sunnyvale, CA",45cadd6ef118ec9f,2022-07-20T17:29:16.000Z,0
1549808665598644224,"- People who are incompetent &amp; who have mental illness should not have own a gun, in the first place. Gunsmiths 
should simply tell them, “You can not own a gun”, compared to “earning” commission from a sale, by selling them one. (#Uvalde, #Parkland, #HighlandPark, #Greenwood) https://t.co/0nzB6pz049",LittleLeighXoxo ☆,1416348636,"Brooklyn, NY",011add077f4d2da3,2022-07-20T17:29:14.000Z,-1
1549808532987359238,"Are you celebrating, because y'all have done nothing to help mental health, toxic masculinity, online radicalization, drug abuse, access to guns, access to murder weapons like ARs, or anyway to curb the violent rhetoric of your party? Fuck off with this. #TheNRAIsATerroristOrg https://t.co/DdJxDD55uk",Brienna Parsons 🌹,811732268,"Colorado, USA",e21c8e4914eef2b3,2022-07-20T17:28:42.000Z,-1
1549808499365912576,@laurenboebert If nobody had gun there would be no mass shootings. 400 million guns in America is just flat out insane!,Majestic,1720641698,"Pompano Beach, FL",fa8f8f24dc772cc0,2022-07-20T17:28:34.000Z,-1
1549808342696017920,@tedcruz You should be patrolling the streets with all your guns.,Rabi Chakraborty,53147226,"Sunnyvale, CA",45cadd6ef118ec9f,2022-07-20T17:27:57.000Z,0
1549808311402364932,@NYCMayor You will never get anywhere on this problem with peop like Manhattan DA in office. Dems in NY continually cry about gun crime then let almost all arrested for guns right out onto the street again w virtually no consequences. Fkn pathetic,Gene Brady,266165523,"Queens, NY",00c39537733fa112,2022-07-20T17:27:50.000Z,-1
1549808180426833921,"Nothing to be proud of here @NickBSchroer. We need to vote @Sinclair4Senate because he will stand up for women's rights, LGBTQ rights, pass common sense gun reform, and so much more! PS, you want to get rid of PPT, so basically you are working to defund the county. https://t.co/l5v0DBcmc2",Josh Becker for St. Charles County Council,1510794218528256000,"St Peters, MO",71ce5137b842ec75,2022-07-20T17:27:18.000Z,-1
1549808083282665472,"@MayraFlores2022 It left you ""deeply upset"" but you still refuse to vote for a gun ban because your party members receive lots of money from the @NRA. You're not pro-life, you're pro-death. Disgraceful #BanAssaultWeaponsNow",Andrew 🇨🇴🇺🇲 🏳️‍🌈🌊,1403346521140174851,"Charlotte, NC",512a8a4a4c4b4be0,2022-07-20T17:26:55.000Z,-1
1549807893180026882,@Jim_Jordan Only punks need guns to fight.,Charles Rogerz,1340364115265679361,"Manhattan, NY",01a9a39529b27f36,2022-07-20T17:26:10.000Z,-1
1549807581514059776,@SliceOfLife311 I’m for gun ownership the proper way. The problem we have is guns floating around without any record. The officer clearly wants to check that the guns didn’t go out of his hands into someone else’s without record. No one wants a ATF agent at their door but I don’t disagree here,Brian Bernard,140153966,"Charlotte, NC",512a8a4a4c4b4be0,2022-07-20T17:24:56.000Z,-1
1549807537238810626,"@JohnRLottJr I'm not holding my breath, but maybe as more responsible, courageous gun carrying Americans step up like this, then celebrated as the heroes they are, those seeking to do harm will think twice. We can only hope!",CoachB,388888645,"Ohio, USA",de599025180e2ee7,2022-07-20T17:24:45.000Z,1
1549807376622006272,"In 1958, Vertigo was the first movie that used a computer for animation, the M5 gun director, a WWII anti-aircraft targeting computer. https://t.co/y7Zy5dVmoL",Grady Booch,397689316,"Kaanapali, HI",386eee0c027ac681,2022-07-20T17:24:07.000Z,-1
1549807352647483395,"@JudiciaryGOP More guns equals more deaths.  

It’s that simple.  #BanAssaultWeapons",Andrew4America,862003931706273793,"Gresham Park, GA",2aacaaae6a17755c,2022-07-20T17:24:01.000Z,0
