tweet_id,text,author_name,author_id,place_name,place_id,time_created,sentiment
1549091430873944070,"@topgunarchive ""Top Gun: Phoenix""
The name is already a winner.",Randall Murrain,1498825549988433929,"Towson, MD",ac31053cb03c56b2,2022-07-18T17:59:12.000Z,1
1549091381632811009,"@charliekirk11 More Concealed gun licenses, less crime !",R.S.Gonzalez,277746704,"Coconut Creek, FL",0af0a491a5194920,2022-07-18T17:59:00.000Z,-1
1549091354482855942,"WATCH: On the heels of back-to-back shootings over the weekend, a new report shows Portland saw a 144% increase in homicides between 2019 and 2021.

The city says it will issue an Emergency Declaration to address rising gun violence. @tedwheeler’s response:
@KATUNews #LiveOnK2 https://t.co/arLiyHAhhe",Savannah Welch,611409629,"Portland, OR",ac88a4f17a51c7fc,2022-07-18T17:58:54.000Z,-1
1549091216700104705,I’ll misgender tf out of Lil Uzi until y’all start caring that he put his ex gf in the hospital after holding a gun to her stomach and hitting her. 😐,𝚖𝚊𝚝𝚝𝚒𝚎 𝚍𝚊𝚍𝚍𝚢,2961479935,"Garland, TX",7c01d867b8e8c494,2022-07-18T17:58:21.000Z,0
1549091069094084608,"It's ridiculous &amp; yes, it promotes a culture of violence that has nothing to do with 2A. The overwhelming, uniquely American attraction to guns is antithetical to the American values of public safety and law and order. America has gone totally off track w/a lock &amp; load mentality. https://t.co/O1ZX3X6l2p",shellcamg,4888453971,"Tucson, AZ",013379ee5729a5e6,2022-07-18T17:57:46.000Z,1
1549091031077068800,@SpaldoBusiness Turns out the good guy with a gun had a good reason…to save lives.,Sidewinder,1464914089080238085,"Greenwood, IN",008f15ef5cfd041a,2022-07-18T17:57:37.000Z,1
1549090518621093890,"Wow this @GabbyGiffords documentary had me crying in the theater. Such a powerful film about perseverance, love, and the need for gun control! Great job @Betsywest",Shawn Antoine II,1247593231,"Manhattan, NY",01a9a39529b27f36,2022-07-18T17:55:35.000Z,1
1549090350140121088,@MarkoSilberhand People who do have guns need to keep them secure and away from kids. Too many children getting their little hands on guns and ending with tragic results.,Heidi🐱🐶🐦🐸🐢,198034921,"Plainville, CT",000c7ae04f0a875b,2022-07-18T17:54:54.000Z,0
1549090322663325702,@theblaze Criminals don't follow gun laws,Bill Wirth,1518698564045742086,"North Tonawanda, NY",018d3e2406ed5251,2022-07-18T17:54:48.000Z,-1
1549090129368727553,@SonnieJohnson Thugs think carrying guns makes them tough! Law abiding citizens carrying guns makes us safer!  Not carrying a gun makes you more vulnerable… unfortunately!!,Paul,1512810211240824835,"Indiana, USA",1010ecfa7d3a40f8,2022-07-18T17:54:02.000Z,1
1549089742586728448,Fuck people who react like this to gun violence. Go shove your ar-15 up your ass since you love it so much you fucking clown https://t.co/S53oZbzzD7,jordan Ⓥ,946984501,"Woods Creek, WA",1e4d7645f75e58f2,2022-07-18T17:52:29.000Z,-1
1549089626404655104,"It would be impossible. They need to stop selling this weapon of war to civilians, have armed brave officers at all entrances. This would be a beginning. The gun has to go. https://t.co/5zyaAIt9yL",Julie Williams,1082007449157152773,"Jonesboro, AR",35189a8fcb82b788,2022-07-18T17:52:02.000Z,-1
1549089590216204294,"Your gun off safety, speak first don’t break me.",🍓,239612321,"Florida, USA",4ec01c9dbc693497,2022-07-18T17:51:53.000Z,0
1549089467868266496,"@SgtDiane @CBSNews @RepRonnyJackson @RonnyJacksonTX Texas has more guns per capita than any other state. Texas also has highest rape rate &amp; is above average in the number of murders, assaults &amp; violent crimes. So if guns are supposed to make you safe, what happened, Texas?
""Child of God""😏 JWNot approve of Am2/ARs.",Sharon Thompson,168392491,"Florida, USA",4ec01c9dbc693497,2022-07-18T17:51:24.000Z,-1
1549089371990605826,I finally get a call from my baby and she tells me they are just sleeping and drinking lots of liquid. They are using the massage gun on each other to massage their backs while laying in their stomachs. Worse feeling ever! (Part 9),Stephanie Begay,1033617540,"Farmington, NM",21fb3163863b6d42,2022-07-18T17:51:01.000Z,-1
1549089058059599874,@wokea55deadhead @Paultx890 It's legal for minors to have long guns in Wisconsin.,Brandan 🇺🇸,212779860,"Houston, TX",1c69a67ad480e1b1,2022-07-18T17:49:46.000Z,0
1549088957618688002,So fun when your psychiatrist refers to your antidepressant regimen (which isn’t working as well anymore) as “seriously heavy duty” and “the big guns” 🫠,florence milligan. 🌤,709360267436630016,"Chicago, IL",1d9a5370a355ab0c,2022-07-18T17:49:22.000Z,1
1549088586057793537,"@Dmic__ @StefanGBucher @johnson_docent @NicoleLSano @shannonrwatts Yeh, most of it is custodial, but some is actual violent crime related to sex but a gun isn't going to prevent it. Again, go read actual criminal statistics. You are in fear of things that don't exist enough to matter..like quick sand.",Jonathan Parker,1439565918376534018,"Indianapolis, IN",018929347840059e,2022-07-18T17:47:54.000Z,-1
1549088347401793536,@riskofraging @irahellman @Jarrod_1102 @TruthJustis4USA @SRuhle Then why don’t they allow guns in holsters at the NRA convention or tRump rally/grifting events.,Charlie Wolf ☮️ 🌊🌊🌊,1256234202,"Denver, CO",b49b3053b5c25bf5,2022-07-18T17:46:57.000Z,0
1549088305563721730,@toddstarnes Too all the people who believe taking away our rights to bear arms would take guns away from criminals. https://t.co/JvHtfawOXO,Dwayne,1540808738088669184,"Louisiana, USA",1c73ebb264e145ee,2022-07-18T17:46:47.000Z,-1
1549088216774348800,Today’s radicalized Republican Party chooses GUNS &amp; DEATH over children and families 💔 VOTE 2022 it matters more than ever ✌🏼💙🇺🇸 https://t.co/D5nx4V5PjK https://t.co/M2jRYJ9ZEc,Kelly M Seidlitz,1955856734,"Malibu, CA",65eb9ee22cdeb7a8,2022-07-18T17:46:26.000Z,-1
1549088101020012544,"@AnnieMDance Once in how many mass shootings does this happen?  Just as often the 22 year old gets into a squabble with some one and, remembering his gun, uses it.  Just had this happen at our suburban fireworks show.  More guns, more death.",Dave Weber,187244364,"Lacey, WA",0084a2ce4881fa56,2022-07-18T17:45:58.000Z,-1
1549087738275590144,@JNesdoly @gps_tx @SRuhle Those things you list are happening in Japan and Australia and the U.K. too brother man. But look at their gun death rates and get back to. Open to an intelligent conversation…,Danger Grey,399137363,"Visalia, CA",981989c5b11d5119,2022-07-18T17:44:32.000Z,-1
1549087704935194625,"@KrisB_Brown https://t.co/5qqpIAP17t UNITED STATES HAS A LOWER CRIME RATE THAN FRANCE,,56 IN THE WORLD, MAYBE GUN OWNERSHIP HAS SOMETHING TO DO WITH IT. AND IT'S TRUE, the hero citizen works, I know this 90 year old some bum broke into her basement if she was armed?,",roberto lerebours,533668784,"Bronx, NY",002e24c6736f069d,2022-07-18T17:44:24.000Z,-1
1549087700518567936,@_Gun_Lover Things your mom said for 1000 Alex. 😂😂😂 https://t.co/HZAxBqZCsV,Shekhar Moona,703982737489723392,"Starling, NC",002130605b4969fa,2022-07-18T17:44:23.000Z,0
